number_of_pedestrians,number_of_vehicles,number_of_two_wheel_vehicles,proportion_of_speeding_vehicles,proportion_of_vehicles_without_lights,proportion_of_light_ignoring_vehicles,light_ignoring_percent,proportion_of_sign_ignoring_vehicles,sign_ignoring_percent,proportion_of_vehicle_ignoring_vehicles,vehicle_ignoring_percent,proportion_of_walker_ignoring_vehicles,walker_ignoring_percent,proportion_of_keeping_right_vehicles,keeping_right_percent,proportion_of_lane_changing_vehicles,lane_change_percent,proportion_of_misbehaving_pedestrians,proportion_of_running_pedestrians,proportion_of_road_crossing_pedestrians,number_of_junctions,distance_in_metres,area_in_square_metres,cloudiness,precipitation,precipitation_deposits,wind_intensity,sun_azimuth_angle,sun_altitude_angle,fog_density,fog_distance,wetness,fog_falloff,scattering_intensity,mie_scattering_scale,rayleigh_scattering_scale,dust_storm,difficulty
26,55,11,0.3104,0.3055,0.1736,34.9438,0.4999,29.2629,0.2806,21.4269,0.3101,25.2567,0.4959,34.0802,0.4538,42.5697,0.4645,0.3538,0.3629,7.7279,3168.7614,4209925.1113,27.3859,6.2317,9.5454,36.4554,289.3489,17.0766,5.0256,0.0,19.4351,9.1743,1.1605,0.0257,0.0335,0.0,433.2256
27,54,11,0.2203,0.3455,0.2007,29.9802,0.3938,21.2855,0.2428,21.9874,0.3505,25.0254,0.4599,29.1126,0.4051,59.2955,0.4812,0.4353,0.3732,9.4616,3220.1301,3972368.2372,22.3575,4.6384,10.7292,37.0812,288.6953,13.2455,5.0477,0.0,24.6716,8.867,1.215,0.0359,0.0334,0.0,413.633
36,50,9,0.268,0.3311,0.1783,33.2569,0.4645,25.7678,0.2747,24.8315,0.3205,31.2309,0.4864,34.2526,0.3827,46.5274,0.4223,0.4163,0.2784,8.3903,3210.9857,4509672.9714,24.5048,4.8988,11.7938,35.4272,335.0379,17.0602,4.8049,0.0,25.4373,12.4115,0.9098,0.031,0.0375,0.0,374.2887
33,59,8,0.2226,0.3672,0.1811,28.3025,0.3465,29.3794,0.2882,22.1254,0.369,27.1147,0.3946,31.6145,0.3857,48.7711,0.4257,0.4247,0.3297,7.2081,2590.8161,4623644.7813,25.7583,5.0192,11.0105,39.637,313.8458,18.002,5.9221,0.0,19.4835,8.6666,1.055,0.0332,0.0345,0.0,408.8722
26,41,8,0.2849,0.3242,0.2224,36.8105,0.4008,25.5522,0.2342,26.3093,0.4344,27.9284,0.4995,31.3911,0.4265,62.119,0.4493,0.4649,0.2904,9.8746,2533.0359,3364545.4749,30.871,6.187,12.3492,37.8902,281.7331,17.5709,4.2841,0.0,25.1639,9.0325,1.1607,0.0346,0.0397,0.0,320.1869
34,41,9,0.2129,0.3007,0.1762,38.1225,0.4721,22.3403,0.2671,21.3217,0.3766,24.1739,0.4754,30.527,0.3599,48.2332,0.381,0.3608,0.3139,9.405,2649.8007,4230122.8287,24.4817,5.9349,12.1767,32.6591,286.1178,17.1156,5.6501,0.0,17.5761,11.9566,1.1482,0.036,0.0295,0.0,370.5123
29,52,9,0.2214,0.3553,0.1705,30.6348,0.4328,21.3199,0.2541,21.1265,0.3171,22.2862,0.3513,37.3296,0.4205,58.4107,0.4028,0.3685,0.3536,8.5961,2798.2504,4115078.8755,21.7385,4.6125,9.9759,36.2017,293.6792,15.7993,4.8666,0.0,21.5259,11.0654,1.19,0.0278,0.0407,0.0,403.6236
32,51,8,0.2875,0.2671,0.1755,31.6581,0.3677,22.2116,0.3018,21.5882,0.3839,22.3408,0.366,33.3063,0.4339,62.4312,0.4349,0.4164,0.2556,6.9237,2672.1612,3537900.1156,24.0658,5.2169,10.2261,35.2223,336.9118,18.469,6.0187,0.0,20.4198,12.4188,1.2318,0.0275,0.0367,0.0,351.7665
28,54,9,0.2411,0.3426,0.1859,28.8296,0.3783,31.1403,0.2249,22.117,0.3787,26.4667,0.4385,30.6016,0.4919,62.3911,0.4092,0.4165,0.3098,7.9443,2893.8655,4306014.0216,30.6487,4.8063,8.5398,40.3145,260.782,15.3066,5.8371,0.0,24.5787,10.2496,1.2151,0.0304,0.0327,0.0,397.5468
26,57,10,0.2872,0.3577,0.2284,41.1705,0.4291,29.5808,0.249,26.7626,0.3436,30.8779,0.4061,28.9019,0.4391,48.1523,0.4317,0.3924,0.353,7.6517,2413.3411,3262831.056,24.1118,5.6035,9.3416,41.5017,257.0322,14.6564,5.4307,0.0,24.0212,11.4431,0.877,0.0366,0.0334,0.0,308.161
26,44,10,0.2757,0.3269,0.1867,34.9374,0.4709,30.8286,0.2522,24.9744,0.2991,28.813,0.4765,32.6262,0.4506,47.3391,0.3981,0.4678,0.3053,9.8303,2705.8928,4436747.1636,29.8874,5.3884,11.6974,36.8936,293.587,13.4219,5.3867,0.0,20.9233,10.6222,0.8983,0.0341,0.0319,0.0,401.6004
30,59,10,0.306,0.3044,0.1726,35.4409,0.4748,21.6381,0.2405,21.0608,0.3231,25.3893,0.4727,36.6272,0.4435,52.6658,0.4026,0.404,0.28,6.9381,2539.6779,4287168.3592,24.4333,4.3495,9.2095,40.045,360.0,13.2738,5.6367,0.0,18.2099,11.0881,1.1067,0.0285,0.0363,0.0,421.4366
36,50,10,0.2582,0.2713,0.2432,28.738,0.4732,23.8302,0.2982,21.1683,0.3712,23.998,0.3586,26.827,0.4787,59.0499,0.4523,0.4348,0.2642,9.3104,3441.6527,3975339.155,25.3053,5.3377,10.8557,32.5294,264.3646,14.8908,5.7542,0.0,17.7087,10.6788,0.8941,0.0322,0.0357,0.0,377.2525
36,44,11,0.2485,0.3449,0.1874,38.7771,0.4587,22.8075,0.2803,25.7034,0.359,27.3843,0.4876,36.3664,0.4499,52.641,0.4628,0.4195,0.2748,8.4011,3221.4318,4117630.7242,29.0456,4.5294,10.0613,35.4981,270.6289,16.3112,4.7553,0.0,22.8896,9.6678,0.9981,0.036,0.0308,0.0,348.9163
29,46,9,0.2859,0.3577,0.1966,40.1293,0.3902,30.6922,0.277,23.1645,0.3122,29.1644,0.493,31.0189,0.3617,61.8224,0.3735,0.4824,0.3339,9.9281,2683.3339,3796704.7893,28.5899,4.4781,8.9964,40.9334,297.655,16.234,4.2593,0.0,17.7011,11.6474,1.1903,0.0304,0.0317,0.0,346.9085
29,48,11,0.2861,0.2713,0.2187,33.4665,0.3604,28.0062,0.2571,22.3452,0.3059,23.8013,0.45,32.4817,0.3415,46.241,0.4738,0.4083,0.3347,9.9379,3094.0487,4467315.2682,25.4243,6.0504,11.6552,32.3766,291.7197,15.1353,4.9407,0.0,17.9519,9.4087,0.9519,0.0273,0.0323,0.0,383.97
31,48,8,0.2796,0.3183,0.171,35.8717,0.3975,29.4804,0.2805,21.8433,0.3662,27.4284,0.4431,30.1315,0.4676,54.1067,0.4477,0.3579,0.2627,9.7048,3392.581,4280458.5328,23.5401,5.6846,8.9558,31.2062,295.8477,15.4814,6.0294,0.0,20.292,11.2275,0.8555,0.032,0.041,0.0,389.3593
36,50,8,0.2845,0.3522,0.2318,33.1199,0.3558,29.3869,0.2416,20.7988,0.4164,29.616,0.4976,33.2211,0.3644,46.9201,0.4573,0.4786,0.3024,9.121,2440.3724,4255609.6928,27.6383,5.0537,9.9474,37.2987,308.0909,16.1208,4.6321,0.0,24.8423,11.944,0.8511,0.0357,0.0397,0.0,334.2105
33,51,11,0.2792,0.3628,0.1953,39.3529,0.4665,24.1519,0.2172,25.39,0.3348,26.302,0.3989,33.4872,0.365,59.0808,0.4148,0.4177,0.2729,8.2924,2657.9508,3381750.3797,26.3562,4.5021,10.7079,43.1653,330.6809,18.0493,5.3044,0.0,23.589,12.0008,1.0629,0.0372,0.0347,0.0,324.6368
35,43,11,0.2627,0.3424,0.19,37.4775,0.4559,23.4923,0.3092,19.9189,0.4283,23.08,0.3983,36.3741,0.3645,50.059,0.4277,0.4682,0.3595,9.0705,2735.3109,4406399.124,30.9143,6.077,10.0182,34.5621,360.0,13.1782,4.9711,0.0,24.9438,12.5915,1.1521,0.0307,0.0288,0.0,371.0329
32,56,8,0.2581,0.2624,0.2265,38.7347,0.3776,29.2572,0.2139,27.7999,0.3612,27.3864,0.4032,36.2411,0.4198,51.7433,0.3782,0.4102,0.3613,8.6784,2793.5734,3279073.7858,23.6576,5.2076,9.3649,37.7929,304.4576,17.0846,4.9751,0.0,18.3896,9.8732,0.8636,0.0333,0.0312,0.0,389.9257
36,51,10,0.2876,0.3272,0.2018,29.377,0.4001,29.5231,0.2853,24.4685,0.3317,28.9322,0.492,34.7166,0.4339,43.8276,0.3408,0.4972,0.3072,7.0045,3402.8522,3900285.8803,31.1973,5.8875,9.8179,29.8939,341.9407,17.2067,5.8016,0.0,19.7634,11.1711,0.9321,0.0343,0.0403,0.0,373.7049
35,57,10,0.2228,0.3166,0.1821,32.3739,0.4902,27.8107,0.2994,26.7354,0.4297,23.6614,0.487,25.7484,0.3452,49.109,0.4265,0.3787,0.3571,9.4424,3034.0268,3517803.3431,29.3629,5.8948,9.3479,30.2228,333.0488,15.5014,4.4713,0.0,20.8385,12.0141,1.2481,0.0271,0.0352,0.0,322.0159
28,50,11,0.2503,0.3381,0.2349,31.7075,0.4523,28.1377,0.213,26.2164,0.3568,24.5587,0.3588,25.5645,0.4909,43.0095,0.4858,0.4067,0.3045,8.5355,3485.9133,4422320.4696,26.0108,4.3609,8.8485,30.7163,327.5224,13.9294,5.724,0.0,24.6265,10.5505,1.1745,0.036,0.0289,0.0,331.4872
37,59,8,0.2245,0.3265,0.2199,38.8695,0.3677,31.0069,0.2941,24.0005,0.3725,29.1537,0.4434,27.0001,0.4267,56.5961,0.3722,0.3779,0.2903,8.0469,2430.2574,3379253.2828,28.1115,4.4565,11.7316,30.5229,320.4698,17.7654,4.7378,0.0,19.3423,12.0409,0.9009,0.0274,0.0371,0.0,399.8521
29,47,11,0.294,0.3189,0.197,30.6508,0.3595,31.231,0.308,20.4904,0.2977,25.8209,0.3442,30.6917,0.4164,50.67,0.4505,0.3988,0.3608,9.7109,3460.5753,3993390.3967,23.9221,5.6419,8.6784,42.5634,360.0,14.0968,4.4262,0.0,20.5498,11.5739,0.89,0.0372,0.0341,0.0,309.2635
30,58,10,0.2558,0.3744,0.1851,40.6021,0.3542,21.4838,0.2457,26.6371,0.4278,24.3664,0.4253,27.9772,0.4956,47.1582,0.4073,0.3765,0.3556,9.8461,2924.0342,4162963.3526,23.6037,5.2824,10.1297,33.2443,330.9384,14.3039,5.1633,0.0,23.0262,11.0966,1.0527,0.0316,0.0361,0.0,389.8822
32,52,9,0.2285,0.3689,0.223,37.1917,0.4892,30.9703,0.2628,22.6446,0.4204,23.3031,0.4536,31.2078,0.3615,47.0968,0.4478,0.4911,0.2573,9.0315,2816.3971,3762311.8258,24.1902,4.7142,9.661,41.4186,296.8182,16.9799,5.5614,0.0,20.5264,10.675,0.8782,0.0291,0.0374,0.0,428.5182
31,53,9,0.3085,0.3374,0.2208,39.597,0.4223,28.7951,0.2156,26.9716,0.4,28.7531,0.404,35.4455,0.3455,51.9893,0.4971,0.4924,0.2867,9.6701,2957.2931,4299199.0682,22.5742,5.4558,11.1835,41.09,343.4173,17.9259,5.3731,0.0,21.058,8.977,1.1559,0.0297,0.0344,0.0,385.4626
27,54,11,0.217,0.3699,0.1728,36.9212,0.3493,27.1568,0.2968,25.1384,0.3204,27.3703,0.4183,37.1475,0.4357,61.4565,0.4354,0.417,0.3176,8.9618,2667.4494,3311152.2851,25.1986,5.5396,10.0231,31.4936,360.0,15.1174,4.8886,0.0,22.182,10.6966,1.0403,0.0318,0.0393,0.0,306.3891
26,42,10,0.3002,0.2969,0.1978,30.5915,0.4881,29.9158,0.2971,28.6187,0.3013,26.0523,0.3817,31.6708,0.4808,59.1385,0.4905,0.3973,0.2631,9.3411,2642.259,4381074.4068,26.1745,4.8876,10.5587,39.0568,265.2864,17.1589,4.3217,0.0,23.7285,12.4005,1.2287,0.0305,0.0304,0.0,396.2348
31,59,10,0.2418,0.2877,0.2182,32.1939,0.4638,24.6844,0.231,19.6706,0.3429,23.3703,0.4217,27.4436,0.369,44.3754,0.4536,0.3805,0.293,7.5791,2505.3599,4512492.0166,25.6285,6.0732,11.6741,38.2901,258.9683,15.8308,5.477,0.0,19.0393,8.8229,0.9111,0.033,0.0393,0.0,338.4263
27,41,9,0.2304,0.3598,0.2088,36.6434,0.452,30.7814,0.2401,19.7327,0.3028,27.4508,0.4505,33.3195,0.3404,46.478,0.4439,0.3861,0.3189,9.9664,2891.4264,4029043.9041,23.6553,5.8061,11.4373,34.4032,264.3271,13.239,6.0881,0.0,21.1645,12.2131,1.0763,0.0312,0.0383,0.0,319.4755
29,51,10,0.2802,0.3362,0.2133,37.6075,0.4968,21.9779,0.2427,23.8607,0.3536,27.2264,0.3867,32.1244,0.4301,47.5234,0.3487,0.491,0.2827,9.6958,2653.5097,3615344.3846,27.3213,5.0968,10.9373,41.0634,359.1819,15.6972,5.0637,0.0,18.555,10.7487,0.9587,0.0298,0.0293,0.0,428.8803
31,43,10,0.2251,0.364,0.2271,32.717,0.3672,24.7106,0.2986,23.6194,0.3737,22.6843,0.4845,36.8503,0.344,47.5069,0.4823,0.4975,0.2791,9.5424,2767.9914,4568991.8405,28.8778,5.4712,11.7708,42.2745,294.274,15.7337,6.1248,0.0,20.656,9.4019,0.8869,0.0333,0.0297,0.0,386.5956
35,44,9,0.2893,0.3025,0.2224,30.1792,0.4085,31.0469,0.248,25.891,0.2996,28.9268,0.3436,31.548,0.4705,49.5042,0.3843,0.4845,0.3008,8.87,2885.9401,3824687.3454,22.809,4.3385,11.3701,39.4872,297.3057,12.7906,5.3051,0.0,23.7277,11.9816,1.0606,0.0318,0.0387,0.0,382.3237
27,42,11,0.2366,0.3124,0.2309,39.8117,0.4434,23.299,0.285,21.1857,0.4171,21.5909,0.4574,31.4976,0.3992,47.1009,0.4034,0.4712,0.3594,7.9402,3177.9316,3836872.8298,21.9957,5.1041,9.4817,39.2177,360.0,17.9111,4.2705,0.0,19.9513,11.4843,1.1078,0.037,0.0377,0.0,366.7437
35,48,9,0.2276,0.3737,0.2393,37.0984,0.3883,30.9369,0.3094,22.8212,0.3008,26.7652,0.3652,30.4112,0.3585,53.9245,0.3937,0.3866,0.3012,6.8583,3146.8961,3498215.2573,29.6146,4.8583,11.1093,40.0591,288.5663,15.4848,5.3845,0.0,18.8106,12.4825,1.1526,0.0342,0.0294,0.0,392.4973
28,40,9,0.2399,0.3375,0.1753,38.6641,0.4417,26.5501,0.2416,21.4677,0.3522,29.5167,0.4907,32.1224,0.3769,55.4356,0.3458,0.4385,0.3558,8.227,2672.9715,4484787.446,25.8187,4.7099,10.8632,41.7903,349.0329,13.3329,4.4739,0.0,17.5366,9.747,0.9184,0.0341,0.0298,0.0,330.6035
35,55,10,0.2636,0.3027,0.2223,28.8433,0.4792,29.356,0.2155,24.8681,0.4163,26.5791,0.3778,35.7522,0.428,43.2511,0.403,0.4248,0.284,9.7026,3406.8602,3296343.8967,22.2052,6.2285,10.9984,34.1872,296.3061,18.4029,4.5972,0.0,21.814,11.3449,1.1775,0.0326,0.0322,0.0,343.0471
27,57,11,0.2452,0.3504,0.202,39.3112,0.4392,24.7657,0.2131,25.2613,0.3051,28.8886,0.3486,29.2655,0.4934,52.7943,0.3989,0.4594,0.3547,9.3312,2754.5646,4629661.5704,24.7922,4.9363,8.8708,39.1735,264.7759,13.5375,5.5203,0.0,18.964,12.1529,0.9318,0.0285,0.0301,0.0,395.8521
30,53,9,0.3003,0.3403,0.1862,31.8086,0.435,25.4048,0.2918,28.6439,0.3113,25.5605,0.3475,31.1737,0.4055,48.6155,0.4586,0.4811,0.3241,9.5596,2511.4184,3294825.988,23.7022,5.7145,10.9938,33.3849,297.6514,15.7405,4.6048,0.0,24.3981,10.946,0.8918,0.0374,0.0357,0.0,394.5316
34,43,11,0.3044,0.2642,0.1837,35.5429,0.4342,22.3752,0.2815,20.6107,0.3534,27.5792,0.4531,36.9703,0.3479,49.4735,0.3731,0.4078,0.3681,7.3749,2487.991,4389137.8826,29.1349,4.4676,11.6913,40.2048,328.2388,13.7411,5.6203,0.0,18.1109,8.728,1.0637,0.0314,0.0299,0.0,302.9449
37,45,9,0.2274,0.317,0.2015,36.5143,0.4211,27.755,0.2333,23.4102,0.3745,30.3656,0.43,34.8014,0.4075,42.9102,0.367,0.4531,0.3216,8.5666,3448.7356,3692117.5942,28.4126,5.7916,9.3471,35.7149,349.0135,18.063,5.6405,0.0,25.1451,11.7051,1.1526,0.0351,0.0408,0.0,369.5401
37,50,10,0.213,0.2904,0.2499,33.1267,0.4983,27.3614,0.2673,27.6477,0.3954,26.5321,0.4978,35.9369,0.4072,46.5924,0.4123,0.3876,0.3723,8.8785,2707.4093,3507854.0641,26.0286,4.7034,12.165,33.1961,318.0539,16.6566,4.7267,0.0,19.5342,10.7251,1.2049,0.0288,0.0282,0.0,426.0876
29,48,11,0.3075,0.3058,0.2229,30.7307,0.3687,29.0547,0.2524,19.5852,0.3119,21.7054,0.4515,33.0607,0.4962,51.8775,0.4372,0.4264,0.3642,7.591,2856.1739,3517851.9263,25.4139,4.5418,12.4238,38.2705,278.077,14.7831,5.0118,0.0,18.0203,8.5903,1.0351,0.033,0.0393,0.0,339.2319
31,53,9,0.2323,0.2796,0.2483,36.8458,0.4328,29.9001,0.2892,27.7298,0.4053,27.1942,0.3639,33.8148,0.3658,56.2352,0.4346,0.363,0.3699,9.0629,3507.0754,4111794.0495,22.5726,4.6027,9.233,35.9951,276.3697,17.4702,5.9898,0.0,23.0714,11.1305,0.9604,0.034,0.0333,0.0,420.3953
34,55,8,0.238,0.3669,0.2083,28.99,0.3991,24.8603,0.2681,22.4345,0.379,26.424,0.4905,27.589,0.4412,43.9629,0.4844,0.4747,0.2885,8.5272,3157.869,4207118.9644,26.5653,5.7997,10.1603,30.3853,265.4827,18.2825,5.0338,0.0,21.8011,12.1501,0.9585,0.0272,0.0335,0.0,407.4611
36,42,10,0.287,0.2662,0.1829,29.0529,0.4549,30.4802,0.2138,28.3414,0.3228,28.961,0.3842,33.4801,0.4458,52.0184,0.4827,0.4672,0.3255,8.0009,3375.9014,3566085.2044,28.4673,5.3958,11.003,30.329,350.6996,17.2913,5.405,0.0,23.6368,12.6248,1.0561,0.037,0.0349,0.0,386.5333
36,50,11,0.2931,0.3034,0.1924,28.5691,0.4583,25.7784,0.2582,20.4736,0.4146,26.8748,0.4174,32.3931,0.4418,44.8638,0.4879,0.451,0.3536,9.5897,3036.6942,4390319.505,24.9878,6.087,9.6337,42.7419,292.6312,16.4273,5.0322,0.0,18.2255,10.2691,1.2306,0.0348,0.0308,0.0,399.8953
31,57,11,0.299,0.3484,0.1868,36.8593,0.4123,27.3237,0.2237,21.3431,0.3673,23.9471,0.4638,29.6912,0.3666,45.4501,0.3773,0.3646,0.2796,7.5025,3268.9974,4058587.3625,28.0135,5.7828,9.6344,41.2414,323.3725,12.8001,4.4207,0.0,21.9588,8.6882,0.9014,0.0321,0.0367,0.0,368.6055
34,49,9,0.2238,0.2693,0.2327,35.3537,0.3491,26.1403,0.2951,25.6474,0.3444,25.4645,0.3614,28.515,0.4983,61.3269,0.3976,0.3689,0.3682,9.0662,2973.7982,3932275.0491,28.6372,4.6544,10.4685,33.7587,348.5007,14.1874,4.3387,0.0,24.1416,12.6138,1.0983,0.0318,0.0387,0.0,425.4708
30,58,10,0.2267,0.3295,0.2494,29.0807,0.4029,25.8587,0.2749,19.8905,0.4053,27.9008,0.4941,35.3275,0.3979,48.0416,0.4546,0.3482,0.3622,7.9328,2835.8423,4229927.9112,28.8451,5.9082,8.9077,31.6935,332.0287,18.619,4.7327,0.0,24.1984,12.2547,1.1686,0.0256,0.0307,0.0,368.2674
27,42,10,0.2373,0.3357,0.1962,40.7627,0.4265,22.9782,0.2906,20.2342,0.4118,27.2698,0.479,28.93,0.4529,49.1113,0.3763,0.4792,0.319,7.2598,3470.8756,3310842.1341,24.325,5.3257,11.748,42.3401,360.0,17.6031,5.2716,0.0,21.5955,10.0187,0.9287,0.026,0.0382,0.0,418.6977
37,49,10,0.2512,0.2707,0.1883,31.0016,0.4323,25.9201,0.2376,26.6901,0.4294,28.837,0.3629,28.9733,0.365,46.908,0.398,0.3741,0.3053,7.2568,2526.6805,4274208.2088,25.5849,5.4468,11.6955,34.2144,269.6466,12.9351,4.7658,0.0,17.8691,11.7159,0.8578,0.0265,0.0296,0.0,415.9815
36,54,11,0.2967,0.3264,0.2321,40.6613,0.488,28.7154,0.2352,26.6578,0.3035,27.9407,0.3538,27.464,0.3587,59.7963,0.3758,0.3505,0.2775,7.226,2912.9079,3674338.7271,27.562,6.2493,8.6264,42.2765,328.1491,18.328,6.193,0.0,19.5841,9.394,1.2292,0.0347,0.0342,0.0,406.4838
32,53,10,0.265,0.3118,0.179,34.8214,0.4989,26.5072,0.2373,24.3023,0.3114,28.3465,0.3944,25.8733,0.403,47.2106,0.4308,0.3516,0.2635,7.9998,2828.8377,4057785.0138,29.3369,6.193,10.8172,31.9028,334.3899,17.8599,6.0453,0.0,22.6999,8.6666,0.9526,0.0265,0.0403,0.0,350.1126
32,50,9,0.2399,0.2933,0.2199,29.3691,0.4103,26.1577,0.3036,28.205,0.3426,23.1816,0.4904,34.7195,0.4615,47.7816,0.3924,0.4601,0.3046,9.6443,3152.5687,4066959.674,30.4944,5.1811,9.4035,31.6678,294.6502,14.9144,4.3431,0.0,22.1751,11.254,1.1154,0.0259,0.0388,0.0,337.7712
32,58,8,0.277,0.3427,0.1797,34.401,0.3733,25.3617,0.2727,25.3763,0.3488,22.94,0.3887,27.43,0.4119,51.3706,0.3704,0.438,0.2952,9.2626,2974.0674,3319582.0518,29.0533,4.7082,9.7528,38.8145,312.4124,18.5402,4.7964,0.0,22.9276,9.3684,0.9504,0.0347,0.0309,0.0,308.8636
37,49,10,0.2728,0.2667,0.1812,32.1822,0.4565,26.1203,0.2321,27.6247,0.4236,23.5341,0.3701,25.8664,0.3828,51.0843,0.4555,0.4156,0.2888,9.5473,3258.5234,3358098.9396,27.844,6.023,9.4566,38.8892,318.6778,18.7376,5.3135,0.0,22.0102,10.5647,1.115,0.029,0.0394,0.0,393.6996
31,49,10,0.3041,0.3647,0.2123,40.6075,0.4514,29.2609,0.2973,26.407,0.3042,25.103,0.3771,29.5229,0.4238,53.5524,0.3468,0.4618,0.3011,8.1261,3174.0647,3952690.3157,25.7063,4.3757,9.9884,43.132,260.1461,14.4081,5.1471,0.0,23.9589,11.1501,1.2047,0.0297,0.0369,0.0,387.036
28,42,9,0.2148,0.3675,0.229,32.3047,0.347,23.6351,0.2305,20.4836,0.3604,30.0717,0.3489,34.573,0.4627,55.6386,0.4205,0.3972,0.3461,9.7299,3446.0535,4635739.011,28.851,4.8607,10.4251,30.9591,360.0,17.6776,4.355,0.0,25.2438,8.7296,1.0592,0.0288,0.0303,0.0,360.0118
34,40,11,0.2615,0.3204,0.22,33.9078,0.4016,23.1078,0.2551,20.4183,0.3399,24.165,0.456,32.8934,0.3771,56.0425,0.4935,0.3802,0.337,7.1259,2547.0645,3981838.8465,25.5268,5.0701,8.8228,31.0747,292.7894,14.9692,5.0623,0.0,23.5744,10.3122,1.1822,0.0324,0.0393,0.0,436.7653
31,41,10,0.3041,0.3416,0.1792,34.5127,0.4691,26.7095,0.2304,28.217,0.4321,24.234,0.3931,26.8603,0.4406,49.6737,0.4614,0.4141,0.2695,9.1338,3323.981,3432461.432,25.7633,4.7785,9.1126,31.2908,300.5409,18.0061,4.8354,0.0,20.6464,12.031,1.1821,0.0349,0.0364,0.0,402.0917
33,47,8,0.2458,0.2846,0.2032,31.7967,0.4567,28.1144,0.2965,22.2992,0.3398,23.621,0.4343,26.1866,0.4456,56.1614,0.3544,0.3829,0.26,9.6588,2936.7713,4484197.611,29.4695,6.0434,8.5088,42.899,284.1643,13.9343,5.7479,0.0,25.0226,10.3731,0.9903,0.0292,0.0385,0.0,304.8336
35,45,11,0.2402,0.2907,0.1814,33.8788,0.4894,27.2759,0.2526,20.6119,0.3538,29.5302,0.3527,32.7618,0.3867,56.9526,0.3989,0.3921,0.3152,7.826,2962.4982,3729013.4449,21.5948,4.3094,11.1898,41.8666,343.3999,14.1324,5.8971,0.0,24.6148,10.4072,1.184,0.0345,0.038,0.0,437.4682
33,55,9,0.2973,0.2929,0.1797,32.2901,0.4024,24.3596,0.2529,22.7386,0.4338,24.0201,0.4262,32.836,0.4512,47.6878,0.3506,0.4311,0.3714,9.3448,2746.1235,4297985.9409,29.6867,6.2132,11.6308,34.8937,262.7644,17.4051,5.1809,0.0,19.5449,9.4932,1.2468,0.0262,0.0291,0.0,361.9657
32,48,9,0.3009,0.3726,0.2212,31.7545,0.4904,29.5233,0.218,20.8215,0.4355,23.2189,0.4477,29.2411,0.4162,60.4487,0.4035,0.4841,0.2907,8.8739,2707.6772,4339148.4901,31.1512,6.0111,10.2109,35.0823,357.1649,14.1661,5.6877,0.0,22.3062,10.4752,1.1884,0.0279,0.03,0.0,423.7581
28,47,8,0.2307,0.275,0.2477,34.8483,0.3446,22.9108,0.242,23.5981,0.3049,29.1543,0.3578,31.1737,0.463,62.035,0.4449,0.4689,0.2963,6.9175,2441.7626,3537597.3899,29.0118,5.8427,9.1795,42.0675,360.0,15.7089,4.9405,0.0,19.7008,10.7508,1.1166,0.0347,0.0297,0.0,416.4284
27,49,9,0.2695,0.2958,0.1854,35.2358,0.3412,30.3449,0.228,19.7128,0.4283,22.4935,0.362,26.4094,0.4571,54.1699,0.4046,0.4832,0.2688,8.6753,3381.2978,4169247.3556,29.1426,5.6629,9.2632,33.2359,288.0517,15.7367,4.9432,0.0,18.9787,11.8048,1.1345,0.0301,0.0326,0.0,366.2446
32,59,8,0.2732,0.2642,0.2004,29.5867,0.4971,24.7474,0.2582,27.1013,0.3071,21.6568,0.3976,36.4599,0.463,58.0883,0.3785,0.4866,0.2551,6.9347,2564.5044,3278309.3638,25.5815,6.1629,9.8851,39.5919,292.6456,15.4681,5.6586,0.0,18.2427,9.0805,1.217,0.0307,0.0379,0.0,314.8424
31,48,10,0.2212,0.3319,0.2278,39.8726,0.4691,27.6297,0.2166,25.8167,0.3999,28.6003,0.3927,28.6778,0.3722,45.0648,0.3718,0.3933,0.2977,9.3372,2587.7325,4105793.9691,31.2291,5.138,9.5011,41.6077,273.7356,14.4701,5.9491,0.0,23.3695,12.3847,1.2219,0.0367,0.0296,0.0,348.2109
35,48,8,0.2512,0.3402,0.1827,37.5986,0.4219,29.3642,0.2373,25.6883,0.4137,23.5612,0.4717,30.9424,0.47,53.7024,0.4723,0.4531,0.2859,6.8052,2661.4372,4393203.1879,26.5224,5.6896,10.9385,33.68,269.5247,18.3443,6.2147,0.0,19.9519,12.1265,1.2363,0.0287,0.0319,0.0,344.5281
35,50,9,0.2355,0.2602,0.1834,29.3775,0.3854,29.1705,0.2597,26.1764,0.3742,22.895,0.4784,32.0632,0.4443,62.3885,0.4027,0.4098,0.3615,7.0504,2907.6691,3784731.9715,22.3315,4.3303,11.9438,30.817,334.4316,14.487,5.4568,0.0,23.2998,12.4532,0.9911,0.0271,0.0357,0.0,347.2041
34,50,10,0.2566,0.3529,0.1897,36.6948,0.4293,26.1118,0.2398,22.4873,0.3494,27.6305,0.3953,32.437,0.4039,55.9646,0.345,0.4447,0.3511,9.1445,3020.0232,4506236.0466,31.1722,4.5501,9.0473,38.8036,265.5367,17.9687,5.6662,0.0,19.4471,11.4076,1.1096,0.0321,0.041,0.0,426.81
